id,title,alternativeTitles,year,publicationDates,humanReadablePublicationDates,languages,originalLanguages,authors,publishers,summary,genres,subjects,playingTimes,targetAudienceNotes,physicalDescriptions,bgg_id,bgg_primary_name,bgg_all_names,bgg_year,bgg_description,bgg_min_players,bgg_max_players,bgg_playing_time,bgg_min_age,bgg_categories,bgg_mechanics,bgg_designers,bgg_publishers,bgg_rank,bgg_average_rating,bgg_bayes_average,bgg_users_rated,bgg_weight,bgg_owned
keski.3067471,Azul : stained glass of Sintra,,2018,2018,[2018],fin; swe; dan; nor,und,"{'primary': {'Kiesling, Michael': {'role': ['-']}, 'Quilliams, Chris': {'role': ['-']}}, 'secondary': {'Kiesling, Michael, designer': {'role': ['designer']}, 'Quilliams, Chris, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Enigma [jakelija],"Sisustettuaan Evoran palatsin Portugalin kuningas Emanuel I pyrkii palkkaamaan maailman parhaat lasimaalarit koristelemaan Sintran kuninkaallisen palatsin ikkunat. Nyt sinulla on ainutkertainen mahdollisuus osoittaa erinomaiset lasimaalarin taitosi kuninkaalle ja koko maalle. Onnistutko sinä luomaan Portugalin kauneimmat lasimaalaukset? Azul: Stained glass of Sintra -pelissä pelaajat hankkivat tavarantoimittajilta ikkunaruutuja ja lasittavat palatsin ikkunoita. Kuuden kierroksen aikana pelaajat keräävät pisteitä asettelemalla ikkunaruutujaan strategisesti samalla välttäen tuhlaamasta arvokkaita ja kalliita tarvikkeita. Voittaja on se pelaaja, jolla on eniten pisteitä pelin loppuessa. .",lautapelit; pelit; abstraktit pelit,['lasimaalaus'],,Ikäsuositus 8+.,1 lautapeli + 4 sääntövihkoa kotelo 27 x 27 x 8 cm,,,,,,,,,,,,,,,,,,,
keski.3252210,Villit varsat,,2012,2012,[2012],fin; swe; eng,ger,"{'primary': {'Meister, Heinz': {'role': ['-']}}, 'secondary': {'Meister, Heinz, designer': {'role': ['designer']}}, 'corporate': []}",HABA,Nämä neljä varsaa ovat oikeita pikku rasavillejä. Pelaajat auttavat varsaansa hyppäämään esteiden yli nopan värin mukaan. Kukahyppää varsallaan ensimmäisenä viimeisen esteen yli?,lautapelit; pelit; lastenpelit,,,Ikäsuositus: 4+,1 lautapeli + 1 sääntövihko,131484,Hoppa Galoppa,"Hoppa Galoppa; ¡Salta, salta, poni mío!; Crazy Colts; Pony jumping; Salta, cavallino, salta!; Saute, petit poney!; Villit varsat",2012,"Game description from the publisher:&#10;&#10;The four colts are real little daredevils but are also best friends. Always out and about, they are often up to something. What they like doing most is seeing who is the quickest amongst them. No hurdle is too high, no ditch is too wide for them to jump over. Which little daredevil will show his best performance today?&#10;&#10;In Crazy Colts, players lay out an obstacle course with hurdles in different colors. Depending on the color of the dice, you...",2,4,10,4,Animals; Children's Game,,Heinz Meister,HABA,24340,5.45571,5.49885,42,1,68
keski.2649031,Hello Kitty cupcake game,Cupcake game,2015,2015,[2015],fin; swe; nor; dan; isl,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lastenpelit; lautapelit,,,,1 lautapeli (useita osia kotelossa) + 1 sääntölehti,120933,The Cupcake Game,The Cupcake Game,2011,"A children's game for 2-4 players.  Each player chooses 1 of the 4 recipe cards that (s)he want to bake.  Then it's a race to see who can &quot;bake&quot; their cupcakes the fastest! In order to bake their goodies, players must first collect all the ingredients on their recipe card.  To get your ingredients, you must flick the spatula spinner and hope it lands where you want (and not the the rotten egg - lose a turn space!)&#10;&#10;The game is designed to be a fun way to help kids learn about f...",2,4,0,5,Children's Game,,,eeBoo,,3.35714,0,14,0,31
keski.2612205,Eka englanti,,2014,2014,2014.,fin; eng,,"{'primary': {'Kallioniemi, Tuula': {'role': ['-']}, 'Roikonen, Jii': {'role': ['-']}}, 'secondary': [], 'corporate': []}",Tactic Games,,lautapelit; lastenpelit; pelit,['englannin kieli']; ['suomen kieli']; ['oppimispelit']; ['lapset (ikäryhmät)'],,,1 korttipeli,,,,,,,,,,,,,,,,,,,
keski.3200453,Honeycombs,,2018,2018,[2018],fin; swe; dan; nor,und,"{'primary': [], 'secondary': [], 'corporate': []}",Lautapelit.fi,,pelit; lautapelit,['tarhamehiläinen'],,Ikäsuositus: 6+,52 laattaa kangaspussissa + 2 sääntöarkkia,199913,Honeycombs,Honeycombs,2016,"The object of honeycombs&trade; is to connect your tiles together by matching their symbols. The more matches you make the more points you earn.  The honeybee is wild and can be connected with any symbol. Honeycombs&trade; has three unique ways to play, each varying in speed and competitiveness.  Choose the one that suits your mood.&#10;  &#10;Version A &ndash; Worker Bee&#10;   Fast-paced competition between opponents&#10;   (2-4 players / 2-4 teams of 2)&#10;&#10;1. Divide tiles evenly among a...",1,8,30,6,Abstract Strategy; Children's Game; Puzzle,Cooperative Game; Hand Management; Tile Placement,Dave Clarke (IV),4 Sisters Games; Lautapelit.fi; Piatnik,12740,6.1627,5.549,204,1.6,741
keski.3307189,Opetellaan: osaan itse!,,2023,2023,[2023],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,['kysymykset'],,Ikäsuositus: 3-6-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 22 x 22 x 6 cm + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.2569969,Backgammon,,2011,2011,© 2011.,fin; eng; fra; dan; nor; swe; rus; ukr; est; lav; lit; pol,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit,['backgammon'],,,1 lautapeli (useita osia kotelossa) + 1 sääntökirja (13 sivua),2397,Backgammon,Backgammon; 12 Ouzo Backgammon; Acey-Deucy  (variation); Aqua Player Floating Backgammon; Austin Powers's Backgammon; Back-Gammon; Backgammon - Tric Trac; Backgammon / Jacquet; Backgammon and Acey-Deucey; Backgammon and Acey-Deucy; Backgammon B.C.; Backgammon Exclusive; Backgammon for Juniors; Backgammon on a Keychain; Backgammon School; Backgammon Schule; Backgammon Set; Backgammon Teacher; Backgammon TricTrac Puff; Backgammon Tutor; Backgammon: Asterix bei den Briten; Backgammon: The Ancient Game of Cunning Strategy; Backgammoneasy; Bräde Backgammon; Brädspel; Dangerous Game Backgammon Set; Deluxe Backgammon; Folding Backgammon; Frank Lloyd Wright Backgammon Set; Gamão; Glas Backgammon; GoPlay Magnetic Backgammon; Jeu de Jacquet et Backgammon; Juego de Backgammon; Kotra; The Lord of the Rings Backgammon; Magnetic Backgammon; Magnetic Travel Backgammon; Master Backgammon; Nardshir; Novelty Corp; Omar Backgammon-Computer; Omar Shrarif Backgammon Executive Set; Ostábla; Pack-gammon; Pak-Gammon; Pocket Backgammon; Pocket Magnetic Backgammon; Puff; Puzzle Backgammon; Revertier; Sensory Backgammon Computer; Sheshbesh; Table; Taplas; Tavla; Tavli; Tavola Reale; Toccategli; Tockadill; Tournament Backgammon; Travel Backgammon; Tric Trac Backgammon; Tryktrak; De Winnende Combinatie; Wurfzabel; Τάβλι; Нарды; Трик-трак; Шеш-беш; שש-בש; バックギャモン; 双陆棋; 雙陸棋; 백개먼,-3000,"Backgammon is a classic abstract strategy game dating back thousands of years. Each player has a set of 15 checkers (or stones) that must be moved from their starting positions, around, and then off the board. Dice are thrown each turn, and each player must decide which of their checkers to move based on the outcome of the roll. Players can capture each other's checkers, forcing the captured checkers to restart their journey around the board. The winner is the first player to get all 15 checkers...",2,2,30,8,Abstract Strategy; Dice,Betting and Bluffing; Dice Rolling; Race; Roll / Spin and Move; Score-and-Reset Game; Static Capture; Track Movement,(Uncredited),"(Public Domain); (Self-Published); (Unknown); 3M; ABRA; Alga; American Express; Ariel Productions Ltd; Arrow Games Ltd; ASS Altenburger Spielkarten; Autruche; Basic Fun, Inc.; Bello Games New York, Inc.; Berliner Spielkarten; Bisonte; Blatz; Brio AB; Bütehorn Spiele (Buchholz Verlag); Cardinal; Caribou Mountaineering, Inc.; Carlit; Cathay; Cayro, The Games; Chad Valley Co Ltd.; Chadwick Miller Inc.; Challenge Master Game Co Ltd; CHH Games; Classic Toys; Creative Crafthouse; Crisloid; Croner; Daells Varehus; Dal Negro; Deuce; Dilemma Games; Dino Toys s. r. o.; Diset S. A.; Dos Reis; Dynamic Games / Dynamic Design Industries; E. S. Lowe Company Inc.; Editions ATLAS; Editrice Giochi; Estrela; F.X. Schmid; Fame Products; Fifth Avenue Crystal Ltd.; Flying Tiger Copenhagen; Fratelli Fabbri Editori  (Fabbri Editore); Friendly Games, Inc.; Fundex; Galison; Galleryplay; Game Factory; Gammon Games; Gamut of Games; Ghisò; Gibsons; Gigliodoro; Glevum Games; Gold Medal; Golden; El Greco; HABA; Halsall; Harlekin; Hasbro; Hector Saxe; HEMA; Heyne; House Martin; House of Marbles; Inovac Rima SA; Invicta Games; IRWIN Games; John Jaques of London; John N. Hansen Co., Inc.; John Sands Pty Ltd; Joker; Juegos Ya S.L.; Jumbo; K.E.Leg; Kingstone International; Klee; L. P. Septímio; Lagoon Games; Ludens Planet; LuduScience; M Petrushkin; Magnetic Poetry Inc; Majora; Marigó; Marlboro; Masters Games; Matsui Gaming Machine; Maxco; MB Spellen; MB Spiele; Merit; Milton Bradley; Mind Matters Toys; Mitra; National Novelty Corp.; Neroulia; nestorgames; Noris Spiele; The Op Games; OPEN'N PLAY; Oriental Trading Company; Origem; Otto Maier Verlag; P:OS Handels GmbH; Palet spil; Paul Lamond Games Ltd; Pavilion; Pelikan; Pendleton; Peri Spiele; Philos; Piatnik; Pin International; Pintoy; Planet Finska; play time; Pleasantime Games; Poolmaster; Pressman Toy Corp.; Przedsiebiorstwo Zagraniczne LABO; The Purple Cow; Ramsons; Ravensburger; Regionalia Verlag GmbH; Reiss Games; RoseArt; S & E; Saitek; Schmidt France; Schmidt International; Schmidt Spiele; Schou; Selchow & Righter; Silk Cut; Skor-Mor; Sladecolour Board Games; Smethport Specialty Co.; Søstrene Grene; Spear's Games; Spin Master Ltd.; Square Root Games; Sterling Games; StirlingFox; Super Accord; Tactic; Top Mark; The Toy Network; Unicorn Products; Vennerød Forlag AS; Waddington Sanders Ltd.; Waddingtons; Węgiel; Western Publishing Company; Westside Fun Games; Whitman; WHSmith; Wild & Wolf; Wm F. Drueke & Sons, Inc.; Wood Expressions; Xinliye; Zontik Games",1588,6.57191,6.37041,14801,2.0089,24254
keski.2672673,Bezzerwizzer,,2010,2010,cop. 2010.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Bezzerwizzer Nordic,,pelit; lautapelit,['tietokilpailut']; ['visailukysymykset'],,,1 lautapeli (useita osia kotelossa),32441,Bezzerwizzer,Bezzerwizzer; Wiem Lepiej,2007,"Bezzerwizzer is a quiz game from Denmark. It contains 5000 questions (English version has 3000 questions) from 20 categories. It takes its name from the german 'Besserwisser' meaning &quot;know-it-all&quot;.&#10;&#10;On your turn players draw the category tiles from a bag and sort them on their player board according to their knowledge. If you know the answer to the category questions that you thought you're worst at, you get one point. For your best category question you receive 4 points.&#10;&...",2,12,45,14,Party Game; Trivia,Betting and Bluffing; Simultaneous Action Selection,Jesper Bülow,"asmodee; Bezzerwizzer ApS (Bezzerwizzer Studio); Mattel, Inc.; Nordic Games ehf; Nordic Games GmbH; Rebel Sp. z o.o.",2942,6.41622,6.01861,3517,1.5276,6733
keski.2857069,Catan,,2010,2010,2010.,fin,ger,"{'primary': {'Teuber, Klaus': {'role': ['-']}, 'Saari, Mikko': {'role': ['-']}, 'Kienle, Michaela': {'role': ['-']}, 'Menzel, Michael': {'role': ['-']}, 'Donner, Tanja': {'role': ['-']}}, 'secondary': {'Saari, Mikko, kääntäjä': {'role': ['kääntäjä']}, 'Kienle, Michaela, kuvittaja': {'role': ['kuvittaja']}, 'Menzel, Michael, kuvittaja': {'role': ['-']}, 'Donner, Tanja, kuvittaja': {'role': ['-']}}, 'corporate': []}",Lautapelit,,pelit; lautapelit,,,,1 lautapeli (useita osia kotelossa),13,CATAN,CATAN; Catan; Catan (Колонизаторы); Catan telepesei; Catan: Das Spiel; Catan: Die Bordspel; Catan: El Juego; Catan: Gra planszowa; Catan: Il Gioco; Catan: Landnemarnir; Catan: O Jogo; Catan: Osnovna igra; Catan: Základní hra; Catane; Catanin Uudisasukkaat; I Coloni di Catan; I Coloni di Katan; Coloniștii din Catan; Colonizadores de Catan; Los Colonos de Catán; Les Colons de Catane; Les Colons de Katane; Os Descobridores de Catan; Los Descubridores de Catán; Els Colons de Catan; Katan; Katan no Kaitakusya; Katanas ieceïotâji; Katanas Ieceļotāji; Katani Asustajad; Katano salos naujakuriai; Katano Salos Naujakuriai; De Kolonisten van Catan; Naseljenci otoka Catan; Naseljenici ostrva Katan; Naseljenici ostrva Katan / Насељеници острва Катан; Naseljenici Otoka Catan; Die Ontdekkers van Catan; Osadníci z Katanu; Osadnicy z Catanu; The Settlers; Settlers fra Catan; The Settlers fra Catan; Settlers från Catan; The Settlers från Catan; The Settlers of Catan; Die Siedler von Catan; World's Smallest CATAN; Οι Άποικοι του Κατάν; Заселниците на Катан; Катан; Колонизаторы; המתיישבים של קטאן; นักบุกเบิกแห่ง Catan; カタンの開拓者; カタンの開拓者たち; カタンの開拓者たち スタンダード版; 卡坦 : 基礎; 卡坦岛; 卡坦島; 카탄; 카탄: 보드게임의 제왕; 카탄의 개척자,1995,"In CATAN (formerly The Settlers of Catan), players try to be the dominant force on the island of Catan by building settlements, cities and roads. On each turn dice are rolled to determine which resources the island produces. Players build structures by 'spending' resources (sheep, wheat, wood, brick and ore) which are represented by the relevant resource cards; each land type, with the exception of the unproductive desert, produces a specific resource: hills produce brick, forests produce wood, ...",3,4,120,10,Economic; Negotiation,Chaining; Dice Rolling; Hand Management; Hexagon Grid; Hidden Victory Points; Income; Market; Modular Board; Network and Route Building; Race; Random Production; Take That; Trading; Variable Set-up,Klaus Teuber,"KOSMOS; 64 Ounce Games; 999 Games; Albi; asmodee; Astrel Games; BGA Plus; Brain Games; Broadway Toys LTD; Capcom Co., Ltd.; Catan Studio; Competo / Marektoy; danspil; Descartes Editeur; Devir; Dexy Co; Enigma (Bergsala Enigma); Eurogames; Filosofia Éditions; Galakta; Giochi Uniti; GP Games; Grow Jogos e Brinquedos; HaKubia; Hanayama; Hobby World; Ideal Board Games; Igroljub; IntelliGames.BG; Ísöld ehf.; Kaissa Chess & Games; Korea Boardgames; L&M Games; Laser plus; Lautapelit.fi; Logojogos; Mayfair Games; MIPL; NeoTroy Games; Ninive Games; Paper Iyagi; Piatnik; Rozum; Smart Ltd; Spilbræt.dk; Stupor Mundi; Super Impulse; SuperHeated Neurons; Swan Panasia Co., Ltd.; Tilsit; Top Toys; TRY SOFT; Vennerød Forlag AS",593,7.09232,6.91037,135782,2.2867,225463
keski.3367394,Etsivä Hiiri : hurja pakoyritys,Hurja pakoyritys,2022,2022,[2022],fin; swe; nor; dan; eng; deu,,"{'primary': {'Nikisch, Markus': {'role': ['-']}, 'Scholz, Valeska': {'role': ['-']}}, 'secondary': {'Nikisch, Markus, designer': {'role': ['designer']}, 'Scholz, Valeska, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",HABA,"Komisario Hiiri tarvitsee apuasi! Hän on saanut paljon rosvoja telkien taakse, mutta näillä rikollisneroilla on taas pahat mielessä. He suunnittelevat vankilapakoa! Hälytyksen kuuluessa tarvitaan hyvää muistia ja teräviä hoksottimia. Vain ne, jotka tietävät, kuka oli viimeksi pakotunneliin yhdistetyssä vankisellissä, voivat estää vankilapaon.",lautapelit; pelit; yhteistyöpelit; lastenpelit; muistipelit; yksinpelit; kaksinpelit; kolminpelit; nelinpelit,['rikosetsivät']; ['rikolliset']; ['hiiret'],,Ikäsuositus: 5+.,1 lautapeli + 1 sääntövihko kotelo 23 x 23 x 5 cm,,,,,,,,,,,,,,,,,,,
keski.3244664,Vampyyrijuhlat = Vampyrparty,Vampyrparty,2020,2020,[2020],fin; swe; nor; dan,,"{'primary': {'Knizia, Reiner': {'role': ['-']}}, 'secondary': {'Knizia, Reiner, designer': {'role': ['designer']}}, 'corporate': []}",Amo Oy,"Yötaivaalla näkyy verenpunainen täysikuu - täydellinen aika vampyyrilapsille järjestää keskiyön juhlat. Hiljaa ja varovasti he hiipivät ruokakomeroon näpistääkseen suosikkinsa : maukkaan ja mehukkaan viipaleen veriappelsiineista, jotka kokki on jo valmistellut seuraavaa päivää varten. Kuka ensimmäisenä onnistuu viemään 3 viipaletta makuuhuoneeseen? Mutta varo kokkia: hän saa sinut kiinni itse teosta, säikähdyksestä muutut lepakoksi ja joudut odottamaan, että isoveli Viktor tulee apuun!",lautapelit; pelit; yhteistyöpelit; lastenpelit; kaksinpelit; kolminpelit; nelinpelit; viisinpelit,['vampyyrit'],,Ikäsuositus: yli 5-vuotiaille.,1 lautapeli (useita osia otelossa) ; 27 x 27 x 7 cm + 1 sääntövihko (20 sivua),,,,,,,,,,,,,,,,,,,
keski.3374404,Hitster : musiikkivisa,,2021,2021,[2021],fin,swe,"{'primary': [], 'secondary': [], 'corporate': []}",Slaettaratindur,"Kuuntele mahtavia hittejä 100 vuoden ajalta ja laita ne oikeaan aikajärjestykseen musiikin aikajanallasi. Ensimmäinen pelaaja, joka kerää 10 hittiä voittaa tittelin HITSTER.",musiikkipelit; seurapelit; tietopelit,['popmusiikki']; ['populaarimusiikki']; ['hitit'],,Ikäsuositus: yli 15-vuotiaille.,1 peli (330 korttia) ; kotelo 24 x 10 x 7 cm,,,,,,,,,,,,,,,,,,,
keski.3252180,Chronicles of crime : 1400,1400,2020,2020,[2020],eng,,"{'primary': {'Cicurel, David': {'role': ['kirjoittaja']}, 'Grajkowski, Wojciech': {'role': ['-']}, 'Buty, Pierre': {'role': ['-']}, 'Nowak, Grzegorz A.': {'role': ['-']}, 'Gołębiewska, Barbara': {'role': ['-']}, 'Michalski, Mateusz': {'role': ['-']}, 'DaYu': {'role': ['-']}, 'Komada, Mateusz': {'role': ['-']}, 'Kosobucka, Katarzyna': {'role': ['-']}}, 'secondary': {'Cicurel, David, designer': {'role': ['designer']}, 'Grajkowski, Wojciech, designer': {'role': ['kuvittaja']}, 'Gołębiewska, Barbara, kuvittaja': {'role': ['-']}, 'Michalski, Mateusz, kuvittaja': {'role': ['-']}, 'DaYu, kuvittaja': {'role': ['-']}, 'Komada, Mateusz, kuvittaja': {'role': ['-']}, 'Kosobucka, Katarzyna, kuvittaja': {'role': ['-']}}, 'corporate': []}",Lucky Duck Games,"It is the year 1400 and you are Abelard Lavel, a knight living in Paris. Since you were a child, strange prophetic dreams of past and future crimes have haunted you. You managed to put your power to good use, solving mysteries that nobody else could. Now thanks to your growing reputation, the people of Paris seek your help. Will you come to their aid?",lautapelit; pelit; yhteistyöpelit,,,Ikäsuositus: 12+.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko kotelo 30 x 20 x 6 cm,,,,,,,,,,,,,,,,,,,
